Project Code,PQ #,Country,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Scheduled_Delivery_Date_D,Scheduled_Delivery_Date_M,Scheduled_Delivery_Date_Y,Delivered_to_Client_Date_D,Delivered_to_Client_Date_M,Delivered_to_Client_Date_Y
24,627,5,1,3,0,231,0,1,16,7,3,0,3,1,30,192,1056.0,5.5,0.18,4,20.0,870.96,1.48,16.0,8,12.0,28.0,8,12.0
26,38,14,0,4,3,38,0,1,0,5,5,0,4,1,30,63967,289770.51,4.53,0.15,0,5491.0,15331.49,624.75,10.0,9,11.0,4.0,8,11.0
29,134,4,0,0,0,125,0,1,0,100,34,0,43,7,30,2245,51635.0,23.0,0.77,0,226.0,2911.16,101.2,30.0,0,9.0,30.0,0,9.0
29,499,4,1,3,1,381,0,0,16,61,4,0,0,9,240,3000,6300.0,2.1,0.01,0,1152.0,5971.13,8.83,31.0,3,13.0,24.0,0,12.0
4,0,4,0,0,0,0,2,3,6,13,12,0,11,8,100,140,2731.4,19.51,0.2,9,5209.0,25405.22,5.35,2.0,9,9.0,2.0,8,9.0
45,556,10,1,3,1,21,0,0,16,74,34,0,37,7,60,50847,200845.65,3.95,0.07,0,2372.0,2599.36,206.47,30.0,0,14.0,3.0,2,14.0
30,24,7,0,2,0,24,0,1,10,60,30,15,17,1,120,108,3888.0,36.0,0.3,27,22.0,265.0,4.81,20.0,2,13.0,20.0,2,13.0
33,518,2,1,3,1,127,0,1,16,20,16,0,18,7,60,73690,632260.2,8.58,0.14,10,9886.0,44300.9,782.11,25.0,6,13.0,23.0,6,13.0
34,476,12,1,3,1,367,0,1,16,5,5,0,4,1,30,155202,591319.62,3.81,0.13,25,11334.0,7317.48,829.03,31.0,1,12.0,7.0,6,12.0
32,453,16,1,3,0,352,0,1,16,14,13,0,12,7,60,97,801.22,8.26,0.14,0,46.0,456.17,1.12,16.0,9,12.0,14.0,10,12.0
0,0,0,0,0,0,0,0,1,0,9,8,0,7,1,60,10080,29232.0,2.9,0.05,0,507.0,4159.45,46.77,7.0,5,8.0,20.0,4,8.0
15,0,12,1,3,1,0,0,1,16,5,5,0,4,1,30,50000,600500.0,12.01,0.4,4,3842.0,15281.81,960.8,29.0,6,8.0,29.0,6,8.0
27,799,6,1,3,0,270,0,1,16,14,13,0,12,7,60,18000,121140.0,6.73,0.11,0,1643.0,12995.06,124.53,25.0,9,14.0,2.0,7,14.0
14,0,11,1,3,0,0,0,1,16,14,13,0,12,7,60,10044,95418.0,9.5,0.16,10,7341.0,10879.28,152.67,29.0,2,7.0,29.0,2,7.0
30,510,7,1,3,1,169,0,0,16,80,5,0,20,1,90,338,2467.4,7.3,0.08,15,25.0,759.79,3.05,30.0,1,13.0,30.0,1,13.0
27,482,6,1,3,0,372,0,0,16,99,17,0,24,9,240,4928,61600.0,12.5,0.05,0,1800.0,12500.58,86.36,28.0,6,12.0,5.0,0,12.0
26,38,14,0,4,3,38,0,1,0,5,5,0,4,1,30,116218,526467.54,4.53,0.15,0,12410.0,10446.37,1135.06,1.0,7,11.0,4.0,8,11.0
36,601,1,1,3,0,64,0,1,16,9,8,0,7,1,60,69,168.36,2.44,0.04,0,77.0,961.46,0.36,21.0,4,10.0,1.0,4,10.0
22,413,3,1,3,2,327,0,1,16,20,16,0,18,7,60,1700,19074.0,11.22,0.19,0,224.0,6147.18,41.12,31.0,1,10.0,17.0,1,10.0
23,113,0,0,0,0,107,0,1,0,26,6,0,21,10,30,252,3276.0,13.0,0.43,0,1553.0,13320.8,7.06,13.0,1,10.0,13.0,1,10.0
33,35,2,0,0,0,35,0,1,0,14,13,0,12,7,60,39360,281424.0,7.15,0.12,0,3421.0,15241.75,394.56,27.0,6,12.0,4.0,0,12.0
30,510,7,1,3,1,169,0,0,16,56,14,0,34,11,60,475,1092.5,2.3,0.04,10,1982.0,8163.74,1.35,28.0,4,13.0,7.0,4,13.0
63,574,25,1,3,0,208,0,1,16,23,0,0,20,1,60,378,854.28,2.26,0.04,0,613.0,6333.0,0.88,22.0,3,14.0,11.0,10,14.0
30,158,7,0,2,0,144,0,1,7,51,27,14,6,2,180,48,2400.0,50.0,0.28,8,11.0,48.0,4.7,17.0,2,9.0,17.0,2,9.0
24,390,5,1,3,0,317,0,0,16,44,8,0,0,9,240,1628,3093.2,1.9,0.01,10,622.0,13122.39,6.67,16.0,9,10.0,15.0,8,10.0
4,0,4,1,3,0,0,0,0,16,0,0,0,0,0,240,5581,10715.52,1.92,0.01,0,1988.0,6146.0,17.14,28.0,11,7.0,15.0,3,8.0
40,240,9,0,1,0,99,0,0,1,16,1,7,14,9,300,141,11590.2,82.2,0.27,11,225.0,1831.83,24.99,12.0,4,10.0,12.0,4,10.0
2,0,2,1,3,0,0,0,1,16,1,1,1,1,1,120,3000,123300.0,41.1,0.34,1,1422.0,4198.0,197.28,13.0,1,7.0,13.0,1,7.0
25,529,11,1,3,1,388,0,1,16,59,29,0,35,7,30,16584,184911.6,11.15,0.37,4,3132.0,7700.0,228.74,15.0,2,13.0,8.0,0,13.0
23,27,0,0,0,0,27,0,0,0,66,0,0,0,0,240,263,486.55,1.85,0.01,0,182.0,5970.85,0.6,24.0,10,13.0,24.0,9,13.0
23,355,0,0,0,0,296,0,1,9,23,0,0,20,1,60,8586,20005.38,2.33,0.04,12,544.0,1454.64,28.05,8.0,0,12.0,8.0,0,12.0
22,531,3,1,3,2,399,0,1,16,59,29,0,35,7,30,130437,1454372.55,11.15,0.37,12,18633.0,26340.0,1799.06,18.0,2,13.0,26.0,2,13.0
29,488,4,1,3,1,376,0,1,16,55,28,0,33,7,30,10000,47000.0,4.7,0.16,12,1387.0,10680.14,65.89,28.0,9,13.0,28.0,10,13.0
30,399,7,1,3,0,319,0,1,16,20,16,0,18,7,60,4782,53654.04,11.22,0.19,4,617.0,8676.9,115.68,9.0,4,10.0,25.0,9,10.0
14,0,11,1,3,0,0,0,1,16,2,2,0,2,2,60,630,976.5,1.55,0.03,0,42.0,1217.37,1.91,15.0,10,9.0,15.0,9,9.0
15,0,12,1,3,1,1,0,1,16,5,5,0,4,1,30,88000,968000.0,11.0,0.37,0,7579.0,6759.28,1897.28,22.0,6,9.0,22.0,6,9.0
23,51,0,0,0,0,50,0,1,4,7,3,0,3,1,30,8388,54522.0,6.5,0.22,4,544.0,9141.18,89.96,27.0,5,11.0,27.0,5,11.0
27,800,6,1,3,0,422,0,0,16,69,13,0,36,7,60,373,746.0,2.0,0.03,4,14.0,1284.7,0.77,4.0,4,14.0,4.0,4,14.0
34,408,12,1,3,1,323,0,1,16,23,0,0,20,1,60,150000,399000.0,2.66,0.04,12,8754.0,8109.91,860.24,4.0,2,10.0,22.0,0,10.0
9,0,7,0,2,0,0,0,1,5,25,7,4,21,4,30,84,1540.56,18.34,0.61,5,4.0,390.81,3.02,6.0,5,9.0,6.0,5,9.0
2,0,2,1,3,0,0,0,0,16,35,6,0,17,3,60,11640,90210.0,7.75,0.13,0,2427.0,8381.22,144.34,23.0,8,8.0,23.0,7,8.0
2,0,2,1,3,0,0,0,0,16,35,6,0,17,3,60,11640,90210.0,7.75,0.13,0,16778.0,9043.65,144.34,9.0,5,8.0,9.0,5,8.0
9,0,7,1,3,0,1,0,1,16,4,4,0,3,1,60,192,1445.76,7.53,0.13,0,11.0,1112.31,2.83,14.0,6,9.0,14.0,6,9.0
31,562,10,1,3,1,415,0,1,16,55,28,0,33,7,30,153560,721732.0,4.7,0.16,28,18528.0,31514.85,741.94,30.0,6,14.0,20.0,4,14.0
25,756,11,1,3,1,505,0,1,16,7,3,0,3,1,30,960,3408.0,3.55,0.12,12,76.0,137.4,4.01,29.0,10,15.0,15.0,4,15.0
46,299,19,0,0,0,257,0,0,4,64,13,0,36,11,60,11022,21933.78,1.99,0.03,30,1976.0,12580.0,22.55,10.0,8,15.0,10.0,7,15.0
14,0,11,1,3,0,0,0,0,16,40,17,0,24,9,240,397,8356.85,21.05,0.09,0,141.0,411.07,13.37,12.0,5,7.0,12.0,5,7.0
15,0,12,1,3,1,0,0,1,16,5,5,0,4,1,30,50000,600500.0,12.01,0.4,4,3841.0,3558.49,960.8,20.0,1,8.0,20.0,1,8.0
23,63,0,0,0,0,62,0,1,4,59,29,0,35,7,30,6549,92340.9,14.1,0.47,4,1208.0,3306.51,152.36,16.0,8,12.0,16.0,7,12.0
30,503,7,1,3,0,169,0,1,16,59,29,0,35,7,30,52127,548376.04,10.52,0.35,12,6874.0,16177.09,678.34,30.0,8,13.0,9.0,9,13.0
0,0,0,0,0,0,0,0,1,0,20,16,0,18,7,60,1100,12540.0,11.4,0.19,0,159.0,2568.6,24.58,24.0,2,8.0,24.0,2,8.0
29,91,4,0,0,0,87,0,0,0,24,4,0,17,2,100,670,3015.0,4.5,0.04,0,76.0,1921.02,3.73,7.0,0,13.0,7.0,0,13.0
30,597,7,1,3,0,321,0,1,16,5,5,0,4,1,30,2500,14450.0,5.78,0.19,0,216.0,2064.42,31.15,10.0,7,10.0,7.0,3,10.0
29,414,4,1,3,1,110,0,1,16,23,0,0,20,1,60,100425,267130.5,2.66,0.04,15,6880.0,7826.75,575.93,30.0,2,10.0,22.0,11,10.0
23,7,0,0,0,0,7,0,1,9,59,29,0,35,7,30,14780,155190.0,10.5,0.35,12,1671.0,2718.03,159.54,22.0,6,14.0,15.0,6,14.0
31,429,10,1,3,1,331,0,1,16,55,28,0,33,7,30,10114,87283.82,8.63,0.29,4,1019.0,4969.87,188.18,6.0,6,11.0,5.0,6,11.0
30,16,7,0,4,0,16,0,1,10,87,37,19,3,1,120,63,4195.8,66.6,0.55,14,57.0,548.2,5.88,18.0,10,12.0,18.0,9,12.0
69,721,27,1,3,0,502,0,1,16,59,29,0,35,7,30,2880,31046.4,10.78,0.36,4,546.0,4195.64,31.92,30.0,10,14.0,25.0,4,14.0
31,651,10,1,3,1,382,0,1,16,23,0,0,20,1,60,40520,91575.2,2.26,0.04,0,20226.0,21173.75,113.28,6.0,10,13.0,29.0,7,13.0
24,265,5,0,1,0,90,0,0,22,98,6,3,45,13,200,98,1233.82,12.59,0.06,33,22.0,817.99,1.53,11.0,8,13.0,11.0,7,13.0
23,86,0,0,0,0,82,0,1,8,20,16,0,18,7,60,10762,87172.2,8.1,0.13,10,1485.0,2702.63,107.83,12.0,11,13.0,12.0,11,13.0
23,27,0,0,0,0,27,0,1,9,20,16,0,18,7,60,39045,320559.45,8.21,0.14,12,5092.0,7312.6,396.53,5.0,5,13.0,5.0,5,13.0
29,576,4,1,3,1,423,0,0,16,64,13,0,36,11,60,14344,28544.56,1.99,0.03,30,1023.0,5942.68,29.34,30.0,3,15.0,11.0,10,15.0
27,172,6,0,2,0,157,0,1,4,14,13,0,12,7,60,21080,189720.0,9.0,0.15,4,1716.0,17074.8,371.85,10.0,0,10.0,10.0,0,10.0
2,0,2,1,3,0,0,0,1,16,15,14,0,13,7,60,90323,668390.2,7.4,0.12,10,9635.0,52979.7,1069.42,21.0,0,8.0,21.0,0,8.0
2,0,2,1,3,0,0,0,1,16,21,17,0,3,1,60,5730,157746.9,27.53,0.46,0,569.0,886.35,252.4,9.0,5,8.0,9.0,5,8.0
27,178,6,0,0,0,163,0,1,0,23,0,0,20,1,60,26441,59492.25,2.25,0.04,0,2520.0,25593.87,83.41,9.0,6,12.0,9.0,6,12.0
0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,60,42000,60900.0,1.45,0.02,0,2600.0,10179.16,97.44,8.0,0,8.0,8.0,0,8.0
40,186,9,0,0,0,170,0,0,0,24,4,0,17,2,100,118,542.8,4.6,0.05,0,16.0,693.16,0.67,1.0,5,13.0,1.0,5,13.0
31,463,10,1,3,1,359,0,1,16,23,0,0,20,1,60,58074,140539.08,2.42,0.04,12,4687.0,8832.53,231.89,11.0,11,12.0,4.0,6,12.0
22,401,3,1,3,2,320,0,1,16,22,2,0,19,2,60,3250,4647.5,1.43,0.02,0,216.0,9736.1,10.02,31.0,10,10.0,18.0,9,10.0
49,648,10,1,3,1,215,0,1,16,100,34,0,43,7,30,270,3769.2,13.96,0.47,4,18.0,1100.0,5.28,30.0,9,13.0,23.0,8,13.0
24,406,5,1,3,0,263,0,0,16,49,6,0,20,3,60,192,2976.0,15.5,0.26,0,8085.0,78061.3,6.42,30.0,6,10.0,7.0,0,10.0
22,560,3,1,3,2,413,0,1,16,55,28,0,33,7,30,95597,443570.08,4.64,0.15,40,10656.0,20992.67,455.99,2.0,9,15.0,5.0,10,15.0
49,727,10,1,3,1,21,0,1,16,90,34,0,43,7,30,1087,14294.05,13.15,0.44,4,102.0,129.75,14.69,30.0,8,15.0,17.0,8,15.0
33,369,2,0,0,0,280,0,1,4,54,25,0,32,7,30,5000,28700.0,5.74,0.19,4,449.0,2865.22,29.5,24.0,4,14.0,24.0,4,14.0
69,464,27,1,3,0,360,0,1,16,21,17,0,3,1,60,350,4602.5,13.15,0.22,4,36.0,1188.75,6.45,26.0,8,12.0,30.0,7,12.0
24,620,5,1,3,0,444,0,1,16,23,0,0,20,1,60,15000,37650.0,2.51,0.04,12,877.0,9178.48,62.12,5.0,11,11.0,1.0,0,11.0
0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,120,1000,82200.0,82.2,0.68,1,249.0,3120.92,131.52,6.0,9,8.0,6.0,8,8.0
27,751,6,1,3,1,517,0,0,16,80,5,0,20,1,90,2586,24049.8,9.3,0.1,15,164.0,2737.75,24.72,28.0,7,14.0,25.0,10,14.0
13,0,10,1,3,1,0,0,1,16,15,14,0,13,7,60,8694,64335.6,7.4,0.12,10,819.0,3135.0,102.94,4.0,5,7.0,4.0,5,7.0
0,0,0,0,0,0,0,0,1,0,9,8,0,7,1,60,15960,38304.0,2.4,0.04,0,755.0,6609.02,61.29,3.0,6,8.0,3.0,6,8.0
22,470,3,1,3,2,231,0,1,16,71,11,0,10,7,30,17124,257544.96,15.04,0.5,4,2091.0,16532.5,361.08,2.0,1,12.0,24.0,5,12.0
29,589,4,1,3,1,255,0,1,16,55,28,0,33,7,30,8250,37867.5,4.59,0.15,40,821.0,6695.9,44.57,19.0,4,15.0,16.0,7,15.0
29,414,4,1,3,0,110,0,0,16,66,0,0,0,0,240,2084,4063.8,1.95,0.01,0,794.0,8758.36,8.76,16.0,7,11.0,22.0,10,11.0
30,658,7,1,3,0,394,0,1,16,1,1,1,1,1,120,84,1587.6,18.9,0.16,1,9014.0,892.92,1.96,30.0,4,14.0,20.0,4,14.0
30,698,7,1,3,1,489,0,1,16,71,11,0,10,7,30,3330,66333.6,19.92,0.66,4,370.0,2886.12,109.45,31.0,5,11.0,12.0,1,11.0
22,678,3,1,3,2,476,0,1,16,20,16,0,18,7,60,28000,317800.0,11.35,0.19,0,3239.0,11637.64,622.89,18.0,11,9.0,18.0,11,9.0
40,565,9,1,3,0,226,0,0,16,66,0,0,0,0,240,129,210.27,1.63,0.01,0,253.0,3519.7,0.22,30.0,6,14.0,29.0,1,14.0
29,468,4,1,3,0,142,0,1,16,7,3,0,3,1,30,1781,8584.42,4.82,0.16,4,99.0,1113.0,12.04,31.0,0,12.0,5.0,0,12.0
22,413,3,1,3,2,327,0,1,16,20,16,0,18,7,60,80000,897600.0,11.22,0.19,0,10519.0,6147.18,1935.23,31.0,1,10.0,17.0,1,10.0
34,447,12,1,3,1,348,0,0,16,66,0,0,0,0,240,8000,15600.0,1.95,0.01,0,3088.0,6476.69,25.74,10.0,3,12.0,20.0,3,12.0
23,70,0,0,0,0,67,0,1,9,21,17,0,3,1,60,1436,16442.2,11.45,0.19,12,2832.0,7474.2,20.34,23.0,8,14.0,23.0,7,14.0
33,457,2,1,3,1,354,0,1,16,7,3,0,3,1,30,17440,95920.0,5.5,0.18,4,2612.0,1698.83,158.27,30.0,9,12.0,12.0,8,12.0
44,573,8,1,3,1,91,0,1,16,20,16,0,18,7,60,40000,324400.0,8.11,0.14,10,9632.0,15571.48,333.48,30.0,6,14.0,15.0,6,14.0
23,9,0,0,0,0,9,0,1,4,14,13,0,12,7,60,20000,129800.0,6.49,0.11,4,1748.0,3868.49,152.77,30.0,5,15.0,30.0,5,15.0
23,47,0,0,0,0,46,0,1,9,4,4,0,3,1,60,418,2403.5,5.75,0.1,12,1089.0,2006.63,2.97,3.0,8,13.0,3.0,7,13.0
10,0,8,0,0,0,0,0,0,0,38,2,0,26,9,200,800,1072.0,1.34,0.01,0,98.0,1770.43,2.1,8.0,4,9.0,8.0,4,9.0
34,43,12,0,1,0,42,0,0,1,16,1,7,14,9,300,2265,69807.3,30.82,0.1,11,2272.0,13303.8,71.76,18.0,10,15.0,18.0,9,15.0
6,0,5,1,3,0,1,0,1,16,14,13,0,12,7,60,59952,525179.52,8.76,0.15,0,6967.0,75688.58,1029.35,21.0,0,9.0,21.0,0,9.0
29,539,4,1,3,1,264,0,1,16,7,3,0,3,1,30,2656,10730.24,4.04,0.13,4,167.0,1478.35,13.27,31.0,0,13.0,23.0,5,13.0
70,689,7,1,3,0,484,0,1,16,71,11,0,10,7,30,2661,53007.12,19.92,0.66,4,909.0,5166.39,114.28,2.0,11,10.0,29.0,2,10.0
36,596,1,1,3,0,154,0,1,16,14,13,0,12,7,60,16019,140326.44,8.76,0.15,0,1454.0,5187.5,302.54,28.0,7,10.0,15.0,3,10.0
26,38,14,0,4,3,38,0,1,0,4,4,0,3,1,60,70030,513319.9,7.33,0.12,0,3534.0,17919.41,1106.72,7.0,8,11.0,7.0,7,11.0
4,0,4,1,3,0,1,0,0,16,0,0,0,0,0,240,1547,2970.24,1.92,0.01,0,581.0,1234.9,5.82,25.0,1,9.0,7.0,0,9.0
23,247,0,0,0,0,215,0,1,0,23,0,0,20,1,60,15945,35876.25,2.25,0.04,0,1479.0,5180.86,50.3,26.0,11,12.0,26.0,11,12.0
34,692,12,1,3,1,438,0,1,16,4,4,0,3,1,60,10394,72965.88,7.02,0.12,12,14935.0,15919.88,157.31,14.0,8,11.0,10.0,4,11.0
34,394,12,1,3,1,315,0,1,16,14,13,0,12,7,60,27440,240374.4,8.76,0.15,0,2475.0,4964.27,471.13,17.0,10,10.0,11.0,9,10.0
14,0,11,1,3,0,0,0,1,16,9,8,0,7,1,60,200,608.0,3.04,0.05,0,4241.0,25442.0,0.97,5.0,0,7.0,5.0,0,7.0
4,0,4,1,3,0,0,0,1,16,2,2,0,2,2,60,6200,10850.0,1.75,0.03,0,354.0,4147.9,17.36,18.0,11,7.0,18.0,11,7.0
29,543,4,1,3,0,97,0,1,16,9,8,0,7,1,60,1700,3791.0,2.23,0.04,0,2699.0,4063.81,4.69,28.0,7,14.0,18.0,10,14.0
33,515,2,1,3,1,392,0,1,16,71,11,0,10,7,30,31000,401760.0,12.96,0.43,10,3674.0,22904.03,496.98,31.0,10,13.0,18.0,4,13.0
24,504,5,1,3,0,90,0,1,16,59,29,0,35,7,30,22000,266420.0,12.11,0.4,4,2435.0,25984.75,329.56,23.0,8,13.0,2.0,7,13.0
2,0,2,0,1,0,0,0,1,1,1,1,1,1,1,120,10680,438948.0,41.1,0.34,1,2724.0,12620.12,860.34,11.0,1,9.0,11.0,1,9.0
30,184,7,0,0,0,169,0,1,0,26,6,0,21,10,30,677,8801.0,13.0,0.43,0,46.0,1458.88,10.89,28.0,9,13.0,28.0,8,13.0
27,633,6,1,3,0,452,0,1,16,5,5,0,4,1,30,50400,197064.0,3.91,0.13,15,3090.0,16603.9,276.28,28.0,6,12.0,10.0,0,12.0
45,577,10,1,3,1,424,0,0,16,77,16,0,38,11,60,57804,208094.4,3.6,0.06,10,15222.0,18513.23,213.92,7.0,9,15.0,17.0,8,15.0
29,407,4,1,3,0,322,0,0,16,44,8,0,0,9,240,4340,8246.0,1.9,0.01,10,1632.0,5121.68,17.78,12.0,5,10.0,5.0,5,10.0
6,0,5,1,3,0,0,0,0,16,44,8,0,0,9,240,2000,3940.0,1.97,0.01,0,4213.0,38515.8,6.3,22.0,3,8.0,22.0,3,8.0
33,515,2,1,3,0,392,0,1,16,71,11,0,10,7,30,30598,396550.08,12.96,0.43,10,3637.0,22904.02,490.53,31.0,10,13.0,18.0,4,13.0
25,438,11,1,3,1,341,0,0,16,66,0,0,0,0,240,41998,81896.1,1.95,0.01,0,12489.0,9458.64,135.13,29.0,7,12.0,8.0,8,12.0
26,5,14,0,4,3,6,0,1,24,5,5,0,4,1,30,96224,413763.2,4.3,0.14,25,7556.0,9582.53,682.71,1.0,11,11.0,1.0,11,11.0
30,475,7,1,3,1,361,0,1,16,5,5,0,4,1,30,8132,29600.48,3.64,0.12,0,690.0,3990.0,41.5,8.0,2,12.0,8.0,2,12.0
7,0,6,0,2,0,0,0,1,8,14,13,0,12,7,60,22752,207043.2,9.1,0.15,10,2086.0,853.87,405.8,21.0,8,9.0,21.0,7,9.0
0,0,0,0,2,0,0,0,0,5,6,6,3,5,3,60,400,2800.0,7.0,0.12,5,148.0,14.36,5.49,28.0,5,9.0,28.0,5,9.0
31,495,10,1,3,1,381,0,1,16,55,28,0,33,7,30,221799,1066853.19,4.81,0.16,12,58270.0,47389.63,1495.73,11.0,7,13.0,11.0,10,13.0
33,445,2,1,3,0,346,0,1,16,7,3,0,3,1,30,4279,28113.03,6.57,0.22,4,259.0,1553.64,46.39,30.0,6,11.0,30.0,1,11.0
10,0,8,1,3,0,0,0,1,16,5,5,0,4,1,30,19000,228190.0,12.01,0.4,0,1485.0,3016.95,365.1,13.0,7,8.0,13.0,10,8.0
31,404,10,1,3,1,101,0,1,16,52,18,0,27,7,60,5900,19352.0,3.28,0.05,10,18105.0,16594.87,41.72,30.0,6,10.0,4.0,0,10.0
23,70,0,0,0,0,67,0,1,9,59,29,0,35,7,30,24556,257838.0,10.5,0.35,12,3443.0,6323.76,318.95,21.0,8,14.0,21.0,7,14.0
26,8,14,0,4,0,8,0,1,8,7,3,0,3,1,30,72558,567403.56,7.82,0.26,10,4942.0,3646.13,1223.32,13.0,0,10.0,13.0,0,10.0
45,798,10,1,3,0,411,0,0,16,74,34,0,37,7,60,2088,8352.0,4.0,0.07,0,102.0,2021.95,8.59,30.0,3,14.0,11.0,10,14.0
25,391,11,1,3,0,316,0,1,16,23,0,0,20,1,60,3000,7980.0,2.66,0.04,15,210.0,1894.2,15.64,31.0,1,10.0,20.0,5,10.0
24,13,5,0,0,0,13,0,1,9,7,3,0,3,1,30,384,1363.2,3.55,0.12,12,42.0,2391.08,1.4,24.0,7,15.0,24.0,10,15.0
30,624,7,1,3,1,447,0,1,16,5,5,0,4,1,30,24657,101586.84,4.12,0.14,15,1511.0,7403.01,167.62,16.0,8,12.0,27.0,8,12.0
6,0,5,1,3,0,0,0,0,16,37,5,0,15,2,30,1446,3239.04,2.24,0.07,0,83.0,1608.72,6.35,31.0,9,9.0,31.0,8,9.0
30,510,7,1,3,1,169,0,1,16,55,28,0,33,7,30,26112,122726.4,4.7,0.16,28,2444.0,8800.81,151.81,30.0,5,13.0,9.0,1,13.0
60,473,7,1,3,0,365,0,1,16,76,1,0,1,1,120,5000,148400.0,29.68,0.25,0,1199.0,7070.0,208.06,30.0,0,12.0,30.0,0,12.0
40,279,9,0,1,0,241,0,1,1,1,1,1,1,1,120,1324,108832.8,82.2,0.68,1,334.0,2171.57,179.57,5.0,1,11.0,5.0,1,11.0
74,631,16,1,3,0,451,0,1,16,20,16,0,18,7,60,2000,20580.0,10.29,0.17,4,274.0,2371.06,28.85,3.0,6,12.0,3.0,6,12.0
12,0,3,1,3,0,0,0,1,16,52,18,0,27,7,60,969,3779.1,3.9,0.06,4,71.0,1181.41,6.05,2.0,0,8.0,2.0,0,8.0
34,408,12,1,3,1,323,0,1,16,9,8,0,7,1,60,32920,76703.6,2.33,0.04,12,18057.0,16868.38,165.37,4.0,2,10.0,8.0,2,10.0
24,13,5,0,1,0,13,0,0,1,16,1,7,14,9,300,610,18800.2,30.82,0.1,11,708.0,3428.37,19.33,24.0,8,15.0,24.0,7,15.0
33,456,2,1,3,1,354,0,0,16,77,16,0,38,11,60,163735,695873.75,4.25,0.07,4,9208.0,3825.8,1148.19,30.0,9,12.0,12.0,8,12.0
34,139,12,0,0,0,130,0,1,0,23,0,0,20,1,60,34165,76871.25,2.25,0.04,0,3503.0,19461.76,79.02,20.0,5,14.0,20.0,5,14.0
3,0,3,1,3,0,0,0,0,16,47,5,0,20,2,90,400,6400.0,16.0,0.18,0,48.0,1260.1,10.24,17.0,11,7.0,17.0,11,7.0
0,0,0,0,0,0,0,0,1,0,14,13,0,12,7,60,1176,10125.36,8.61,0.14,0,105.0,865.6,19.85,10.0,9,9.0,10.0,8,9.0
9,0,7,1,3,0,0,0,1,16,2,2,0,2,2,60,60,89.4,1.49,0.02,0,4.0,526.41,0.18,22.0,10,9.0,22.0,9,9.0
27,534,6,1,3,1,401,0,1,16,20,16,0,18,7,60,15862,128640.82,8.11,0.14,0,1851.0,5445.73,159.13,5.0,10,14.0,6.0,9,14.0
26,57,14,0,4,0,56,0,0,0,66,0,0,0,0,240,19060,60039.0,3.15,0.01,0,7353.0,4876.34,129.44,13.0,11,10.0,8.0,11,10.0
29,553,4,1,3,1,393,0,0,16,74,34,0,37,7,60,2085,8340.0,4.0,0.07,4,699.0,8127.62,10.32,28.0,7,14.0,18.0,3,14.0
60,259,7,0,0,0,225,0,1,9,55,28,0,33,7,30,66960,320738.4,4.79,0.16,12,7549.0,26095.99,449.68,3.0,1,12.0,3.0,1,12.0
17,0,3,1,3,2,1,0,1,16,54,25,0,32,7,30,243,2855.25,11.75,0.39,4,22.0,9341.49,5.6,20.0,0,9.0,20.0,0,9.0
26,38,14,0,4,0,38,0,1,0,21,17,0,3,1,60,7600,121448.0,15.98,0.27,0,782.0,2534.68,261.84,23.0,9,11.0,23.0,8,11.0
25,535,11,1,3,1,402,0,1,16,20,16,0,18,7,60,38976,334414.08,8.58,0.14,12,7482.0,5846.08,413.67,29.0,2,13.0,28.0,2,13.0
34,617,12,1,3,1,332,0,1,16,9,8,0,7,1,60,18579,43289.07,2.33,0.04,12,2029.0,6801.72,71.43,15.0,5,11.0,11.0,5,11.0
23,165,0,0,0,0,150,0,1,4,5,5,0,4,1,30,63421,272710.3,4.3,0.14,4,5101.0,13241.08,587.96,21.0,5,10.0,21.0,5,10.0
33,533,2,1,3,1,400,0,1,16,1,1,1,1,1,120,10724,202683.6,18.9,0.16,1,2209.0,2994.63,250.72,30.0,4,14.0,24.0,4,14.0
22,675,3,1,3,2,473,0,0,16,77,16,0,38,11,60,112000,403200.0,3.6,0.06,15,6295.0,16941.0,414.49,30.0,4,15.0,15.0,9,15.0
27,633,6,1,3,0,452,0,1,16,76,1,0,1,1,120,10979,325856.72,29.68,0.25,4,2881.0,5825.17,456.85,31.0,0,12.0,30.0,0,12.0
29,437,4,1,3,0,143,0,1,16,21,17,0,3,1,60,8640,129945.6,15.04,0.25,4,777.0,3274.41,214.41,22.0,2,11.0,31.0,0,11.0
27,11,6,0,2,0,11,0,1,0,75,6,0,6,10,30,595,12048.75,20.25,0.68,0,87.0,255.0,25.98,25.0,8,11.0,25.0,7,11.0
26,57,14,0,4,0,56,0,0,0,66,0,0,0,0,240,19050,60007.5,3.15,0.01,0,7349.0,4876.34,129.38,13.0,11,10.0,13.0,11,10.0
30,137,7,0,0,3,128,0,1,11,5,5,0,4,1,30,63652,203049.88,3.19,0.11,15,3914.0,7769.41,251.17,8.0,2,13.0,8.0,2,13.0
